Name,Id,Type,Defense,MagicResist,IconIdx,Quality,BasePrice,PriceRate,HairSettingF,HairSettingM,ReqStat1,ReqAmount1,ReqStat2,ReqAmount2,BonusStat1,BonusAmount1,BonusStat2,BonusAmount2,Durability,Weight,FieldItemId,MeshFemale,MeshMale,StlKey,DisplayName,Description
cap_822,822,123,7,3,5496,19,1300,0,LCAP821,2,,,,,38,10,,,34,3,243,/Game/Characters/Modular/Female/cap_822/cap_822/SkeletalMeshes/cap_822,/Game/Characters/Modular/Male/cap_822/cap_822/SkeletalMeshes/cap_822,LCAP821,Adventurer's Beret,A hand-made gift from the villagers of the Adventurer's Plains. (Quest Reward)
cap_823,823,123,140,110,5499,20,1000,0,LCAP823,2,,,,,11,30,22,50,120,1,243,/Game/Characters/Modular/Female/cap_823/cap_823/SkeletalMeshes/cap_823,/Game/Characters/Modular/Male/cap_823/cap_823/SkeletalMeshes/cap_823,LCAP823,Blue Santa Cap,A blue Santa Cap colored with the hue of the sky.
cap_824,824,123,23,13,5497,20,1000,0,LCAP824,2,31,83,,,20,16,,,45,1,243,/Game/Characters/Modular/Female/cap_824/cap_824/SkeletalMeshes/cap_824,/Game/Characters/Modular/Male/cap_824/cap_824/SkeletalMeshes/cap_824,LCAP824,Navy Blue Magic School Hat,A Navy Blue Cap worn by Magic School students.
cap_825,825,123,140,110,5502,20,1000,0,LCAP825,2,,,,,20,40,10,30,120,1,243,/Game/Characters/Modular/Female/cap_825/cap_825/SkeletalMeshes/cap_825,/Game/Characters/Modular/Male/cap_825/cap_825/SkeletalMeshes/cap_825,LCAP825,Angel Hat,A cute cap given as a present to new students accepted into Magic School.
cap_826,826,123,140,110,5501,20,1000,0,LCAP826,4,,,,,20,40,11,30,120,3,243,/Game/Characters/Modular/Female/cap_826/cap_826/SkeletalMeshes/cap_826,/Game/Characters/Modular/Male/cap_826/cap_826/SkeletalMeshes/cap_826,LCAP826,Kerokero Hat,I'm all frog!
cap_827,827,123,140,110,5500,20,1000,0,LCAP827,2,,,,,20,40,12,30,120,1,243,/Game/Characters/Modular/Female/cap_827/cap_827/SkeletalMeshes/cap_827,/Game/Characters/Modular/Male/cap_827/cap_827/SkeletalMeshes/cap_827,LCAP827,Headband,An essential for festival
cap_828,828,123,140,110,5504,67,1000,0,LCAP828,4,,,,,20,40,13,30,120,10,227,/Game/Characters/Modular/Female/cap_828/cap_828/SkeletalMeshes/cap_828,/Game/Characters/Modular/Male/cap_828/cap_828/SkeletalMeshes/cap_828,LCAP828,New Abyss Plate Helmet,A helmet made out advanced power from Star of Warrior.
cap_829,829,123,140,110,5505,78,1000,0,LCAP829,4,,,,,19,50,12,30,120,2,235,/Game/Characters/Modular/Female/cap_829/cap_829/SkeletalMeshes/cap_829,/Game/Characters/Modular/Male/cap_829/cap_829/SkeletalMeshes/cap_829,LCAP829,New Serenity Bonnet,A bonnet made of advanced power from Star of Magic.
cap_830,830,123,140,110,5503,83,1000,0,LCAP830,2,,,,,11,30,22,50,120,2,231,/Game/Characters/Modular/Female/cap_830/cap_830/SkeletalMeshes/cap_830,/Game/Characters/Modular/Male/cap_830/cap_830/SkeletalMeshes/cap_830,LCAP830,New Captain Hat,A hat made of advanced power from Star of Hunter.
cap_831,831,123,140,110,5506,79,1000,0,LCAP831,2,,,,,13,30,15,30,120,2,239,/Game/Characters/Modular/Female/cap_831/cap_831/SkeletalMeshes/cap_831,/Game/Characters/Modular/Male/cap_831/cap_831/SkeletalMeshes/cap_831,LCAP831,New Bourgeois Head,A hat made of advanced power from Star of Merchant.
cap_832,832,123,25,16,74,20,1000,0,LCAP832,2,31,97,,,20,20,,,48,2,243,/Game/Characters/Modular/Female/cap_832/cap_832/SkeletalMeshes/cap_832,/Game/Characters/Modular/Male/cap_832/cap_832/SkeletalMeshes/cap_832,LCAP832,White Magic School Hat,A dapper White Cap worn by Magic School students.
cap_833,833,123,140,110,5509,20,1000,0,LCAP833,4,,,,,11,30,15,30,120,2,243,/Game/Characters/Modular/Female/cap_833/cap_833/SkeletalMeshes/cap_833,/Game/Characters/Modular/Male/cap_833/cap_833/SkeletalMeshes/cap_833,LCAP833,Pigtail Ribbon,A decorative wig in which some of the hair has been tied back in a pigtail with a ribbon.
cap_834,834,123,140,110,5510,20,1000,0,LCAP834,4,,,,,22,40,12,30,120,2,243,/Game/Characters/Modular/Female/cap_834/cap_834/SkeletalMeshes/cap_834,/Game/Characters/Modular/Male/cap_834/cap_834/SkeletalMeshes/cap_834,LCAP834,Student's Cap,A nostaligic cap that reminds you of your days as a student.
cap_835,835,123,140,110,5507,20,1000,0,LCAP835,4,,,,,11,30,22,50,120,3,243,/Game/Characters/Modular/Female/cap_835/cap_835/SkeletalMeshes/cap_835,/Game/Characters/Modular/Male/cap_835/cap_835/SkeletalMeshes/cap_835,LCAP835,White Lion Hat,A noble hat modeled after the proud and mighty white lion.
cap_836,836,123,140,110,5559,20,1000,0,LCAP836,4,,,,,20,40,10,30,120,3,243,/Game/Characters/Modular/Female/cap_836/cap_836/SkeletalMeshes/cap_836,/Game/Characters/Modular/Male/cap_836/cap_836/SkeletalMeshes/cap_836,LCAP836,Chef's Hat,A specially designed hat that can even make culinary novices look like experts. Perhaps it's because it makes the wearer look a little taller.
cap_838,838,123,140,110,5605,100,1000,0,LCAP838,0,,,,,11,30,12,30,120,3,243,/Game/Characters/Modular/Female/cap_838/cap_838/SkeletalMeshes/cap_838,/Game/Characters/Modular/Male/cap_838/cap_838/SkeletalMeshes/cap_838,LCAP838,Katyusha Kitty Ears,Katyusha Kitty Ears that endow its wearer with both speed and cuteness.
cap_839,839,123,140,110,5508,100,1000,0,LCAP839,0,,,,,13,30,15,30,120,3,243,/Game/Characters/Modular/Female/cap_839/cap_839/SkeletalMeshes/cap_839,/Game/Characters/Modular/Male/cap_839/cap_839/SkeletalMeshes/cap_839,LCAP839,Servant's Hat,A hat that is typically worn by the caretakers of a nobleman's mansion.
cap_840,840,123,140,110,5606,100,1000,0,LCAP840,0,,,,,20,40,10,30,120,3,243,/Game/Characters/Modular/Female/cap_840/cap_840/SkeletalMeshes/cap_840,/Game/Characters/Modular/Male/cap_840/cap_840/SkeletalMeshes/cap_840,LCAP840,Katyusha White Ears,Katyusha White Ears that endow its wearer with both speed and cuteness.
cap_841,841,124,140,110,5482,25,1000,0,LCAP841,0,,,,,22,40,12,30,120,1,247,/Game/Characters/Modular/Female/cap_841/cap_841/SkeletalMeshes/cap_841,/Game/Characters/Modular/Male/cap_841/cap_841/SkeletalMeshes/cap_841,LCAP841,Rabbit Hairband,"A pair of rabbit ears that seems to please men and women of all ages. Needless to say, it's very popular."
cap_843,843,123,140,110,5514,20,1000,0,LCAP843,2,,,,,18,50,22,50,120,1,243,/Game/Characters/Modular/Female/cap_843/cap_843/SkeletalMeshes/cap_843,/Game/Characters/Modular/Male/cap_843/cap_843/SkeletalMeshes/cap_843,LCAP843,Summer Beach Hat,A cool beach hat that keeps the sun out of your eyes.
cap_844,844,124,140,110,5552,100,1000,0,LCAP844,0,,,,,10,30,19,50,120,1,247,/Game/Characters/Modular/Female/cap_844/cap_844/SkeletalMeshes/cap_844,/Game/Characters/Modular/Male/cap_844/cap_844/SkeletalMeshes/cap_844,LCAP844,Black Rabbit Ears,"A pair of black rabbit ears that seems to please men and women of all ages. Needless to say, it's very popular."
cap_845,845,124,140,110,5515,100,1000,0,LCAP845,0,,,,,11,30,22,50,120,1,247,/Game/Characters/Modular/Female/cap_845/cap_845/SkeletalMeshes/cap_845,/Game/Characters/Modular/Male/cap_845/cap_845/SkeletalMeshes/cap_845,LCAP845,Angelic Halo,Worn only by the purest of angels.
cap_846,846,124,140,110,5513,100,1000,0,LCAP846,4,,,,,20,40,11,30,120,2,243,/Game/Characters/Modular/Female/cap_846/cap_846/SkeletalMeshes/cap_846,/Game/Characters/Modular/Male/cap_846/cap_846/SkeletalMeshes/cap_846,LCAP846,Afro Hair,A great hairstyle to be worn at discos and parties.
cap_847,847,0,0,0,0,0,0,0,,,,,,,,,,,,,0,/Game/Characters/Modular/Female/cap_847/cap_847/SkeletalMeshes/cap_847,/Game/Characters/Modular/Male/cap_847/cap_847/SkeletalMeshes/cap_847,,,
cap_848,848,124,140,110,5516,100,1000,0,LCAP848,0,,,,,20,40,11,30,120,1,247,/Game/Characters/Modular/Female/cap_848/cap_848/SkeletalMeshes/cap_848,/Game/Characters/Modular/Male/cap_848/cap_848/SkeletalMeshes/cap_848,LCAP848,White Rabbit Ears,"A pair of white rabbit ears that seems to please men and women of all ages. Needless to say, it's very popular."
cap_849,849,124,140,110,5517,100,1000,0,LCAP849,0,,,,,20,40,10,30,120,1,247,/Game/Characters/Modular/Female/cap_849/cap_849/SkeletalMeshes/cap_849,/Game/Characters/Modular/Male/cap_849/cap_849/SkeletalMeshes/cap_849,LCAP849,Red Rabbit Ears,"A pair of red rabbit ears that seems to please men and women of all ages. Needless to say, it's very popular."
cap_850,850,123,140,110,5512,100,1000,0,LCAP850,4,,,,,20,40,12,30,120,2,243,/Game/Characters/Modular/Female/cap_850/cap_850/SkeletalMeshes/cap_850,/Game/Characters/Modular/Male/cap_850/cap_850/SkeletalMeshes/cap_850,LCAP850,Funky Afro Hair,A funky hairstyle that looks great at discos and parties.
cap_851,851,123,140,110,5519,100,1000,0,LCAP851,2,,,,,10,30,19,50,120,1,243,/Game/Characters/Modular/Female/cap_851/cap_851/SkeletalMeshes/cap_851,/Game/Characters/Modular/Male/cap_851/cap_851/SkeletalMeshes/cap_851,LCAP851,Gachapin Hat,Cute hat made to resemble Gachapin.
cap_852,852,123,140,110,5518,100,1000,0,LCAP852,4,,,,,20,40,13,30,120,1,243,/Game/Characters/Modular/Female/cap_852/cap_852/SkeletalMeshes/cap_852,/Game/Characters/Modular/Male/cap_852/cap_852/SkeletalMeshes/cap_852,LCAP852,Mukku Hat,Cute hat made to resemble Mukku.
cap_853,853,123,140,110,5526,20,1800,0,LCAP853,2,,,,,10,30,19,50,120,2,243,/Game/Characters/Modular/Female/cap_853/cap_853/SkeletalMeshes/cap_853,/Game/Characters/Modular/Male/cap_853/cap_853/SkeletalMeshes/cap_853,LCAP853,R ROSE Cap,A pink cap with the letter R on it which when placed with the other caps spells out ROSE.
cap_854,854,123,140,110,5525,20,1800,0,LCAP854,2,,,,,11,30,22,50,120,2,243,/Game/Characters/Modular/Female/cap_854/cap_854/SkeletalMeshes/cap_854,/Game/Characters/Modular/Male/cap_854/cap_854/SkeletalMeshes/cap_854,LCAP854,O ROSE Cap,An orange cap with the letter O on it which when placed with the other caps spells out ROSE.
cap_855,855,123,140,110,5523,20,1800,0,LCAP855,2,,,,,10,30,19,50,120,2,243,/Game/Characters/Modular/Female/cap_855/cap_855/SkeletalMeshes/cap_855,/Game/Characters/Modular/Male/cap_855/cap_855/SkeletalMeshes/cap_855,LCAP855,S ROSE Cap,A blue cap with the letter S on it which when placed with the other caps spells out ROSE.
cap_856,856,123,140,110,5522,20,1800,0,LCAP856,2,,,,,11,30,22,50,120,2,243,/Game/Characters/Modular/Female/cap_856/cap_856/SkeletalMeshes/cap_856,/Game/Characters/Modular/Male/cap_856/cap_856/SkeletalMeshes/cap_856,LCAP856,E ROSE Cap,A green cap with the letter E on it which when placed with the other caps spells out ROSE.
cap_857,857,123,10,10,5521,20,123,0,LCAP857,2,,,,,14,20,,,20,2,243,/Game/Characters/Modular/Female/cap_857/cap_857/SkeletalMeshes/cap_857,/Game/Characters/Modular/Male/cap_857/cap_857/SkeletalMeshes/cap_857,LCAP857,Navy GP Cap,Champion Cap for Great Pinoy PvP Winner!
cap_858,858,123,140,110,5520,100,1000,0,LCAP858,0,,,,,11,30,22,50,120,2,243,/Game/Characters/Modular/Female/cap_858/cap_858/SkeletalMeshes/cap_858,/Game/Characters/Modular/Male/cap_858/cap_858/SkeletalMeshes/cap_858,LCAP858,Mini-Devil Horns,It is said that these small horns gives evil power to its wearer when worn.
cap_859,859,123,140,110,5531,100,1000,0,LCAP859,4,,,,,11,30,22,50,120,50,243,/Game/Characters/Modular/Female/cap_859/cap_859/SkeletalMeshes/cap_859,/Game/Characters/Modular/Male/cap_859/cap_859/SkeletalMeshes/cap_859,LCAP859,Castlegear Helmet,A helmet which similar to that of a castlegear in appearance.
cap_860,860,124,140,110,5534,10,0,0,LCAP860,0,,,,,13,40,12,30,120,1,247,/Game/Characters/Modular/Female/cap_860/cap_860/SkeletalMeshes/cap_860,/Game/Characters/Modular/Male/cap_860/cap_860/SkeletalMeshes/cap_860,LCAP860,Lovely Ribbon ,A fashionable ribbon that looks great on women.
cap_861,861,123,140,110,5529,100,1000,0,LCAP861,0,,,,,22,40,12,30,120,1,243,/Game/Characters/Modular/Female/cap_861/cap_861/SkeletalMeshes/cap_861,/Game/Characters/Modular/Male/cap_861/cap_861/SkeletalMeshes/cap_861,LCAP861,Pink Rabbit Ears,"A pair of pink rabbit ears that seems to please men and women of all ages. Needless to say, it's very popular."
cap_862,862,123,140,110,5509,100,1000,0,LCAP862,0,,,,,10,30,19,50,120,1,243,/Game/Characters/Modular/Female/cap_862/cap_862/SkeletalMeshes/cap_862,/Game/Characters/Modular/Male/cap_862/cap_862/SkeletalMeshes/cap_862,LCAP862,Pigtail Grey Ribbon,A decorative wig in which some of the hair has been tied back in a pigtail with a ribbon.
cap_863,863,123,140,110,5527,100,1000,0,LCAP863,0,,,,,20,40,12,30,120,1,243,/Game/Characters/Modular/Female/cap_863/cap_863/SkeletalMeshes/cap_863,/Game/Characters/Modular/Male/cap_863/cap_863/SkeletalMeshes/cap_863,LCAP863,Brown Wig,Great for covering up your bald patches or giving you a new look!
cap_864,864,123,140,110,5532,100,1000,0,LCAP864,0,,,,,20,40,11,30,120,1,243,/Game/Characters/Modular/Female/cap_864/cap_864/SkeletalMeshes/cap_864,/Game/Characters/Modular/Male/cap_864/cap_864/SkeletalMeshes/cap_864,LCAP864,Gold Wig,Great for covering up your bald patches or giving you a new look!
cap_865,865,123,140,110,5530,50,10250,0,LCAP865,0,,,,,11,30,22,50,120,5,243,/Game/Characters/Modular/Female/cap_865/cap_865/SkeletalMeshes/cap_865,/Game/Characters/Modular/Male/cap_865/cap_865/SkeletalMeshes/cap_865,LCAP865,Fake Arrow Band,A great prop for fooling people into thinking you have an arrow through your head.
cap_866,866,124,8,16,238,100,1000,0,LCAP866,0,,,,,23,10,14,10,50,10,243,/Game/Characters/Modular/Female/cap_866/cap_866/SkeletalMeshes/cap_866,/Game/Characters/Modular/Male/cap_866/cap_866/SkeletalMeshes/cap_866,LCAP866,Rascal Hat,An item purchased from the Clan Shop.
cap_867,867,123,15,8,242,100,1000,0,LCAP867,0,,,,,20,12,0,0,19,3,243,/Game/Characters/Modular/Female/cap_867/cap_867/SkeletalMeshes/cap_867,/Game/Characters/Modular/Male/cap_867/cap_867/SkeletalMeshes/cap_867,LCAP867,Leopard Ears,An item purchased from the Clan Shop.
cap_868,868,123,140,110,5533,33,12450,0,LCAP868,0,,,,,11,30,22,50,120,3,243,/Game/Characters/Modular/Female/cap_868/cap_868/SkeletalMeshes/cap_868,/Game/Characters/Modular/Male/cap_868/cap_868/SkeletalMeshes/cap_868,LCAP868,Husky Hat,A hat which helps to keep your ears warm during the winter.
cap_869,869,123,13,14,241,100,1000,0,LCAP869,0,,,,,13,3,14,10,35,1,243,/Game/Characters/Modular/Female/cap_869/cap_869/SkeletalMeshes/cap_869,/Game/Characters/Modular/Male/cap_869/cap_869/SkeletalMeshes/cap_869,LCAP869,Dark Wig,An item purchased from the Clan Shop.
cap_870,870,123,23,20,239,100,1000,0,LCAP870,0,,,,,12,3,14,10,52,2,243,/Game/Characters/Modular/Female/cap_870/cap_870/SkeletalMeshes/cap_870,/Game/Characters/Modular/Male/cap_870/cap_870/SkeletalMeshes/cap_870,LCAP870,Pink Afro Hair,A pink hairstyle that looks great at discos and parties.
cap_871,871,123,16,8,233,35,14450,0,LCAP871,4,31,65,,,20,15,18,15,52,4,243,/Game/Characters/Modular/Female/cap_871/cap_871/SkeletalMeshes/cap_871,/Game/Characters/Modular/Male/cap_871/cap_871/SkeletalMeshes/cap_871,LCAP871,Moon Kana Hat,A hat inspired by Japanase artist Moon.
cap_872,872,123,17,9,244,34,14450,0,LCAP872,4,31,70,,,20,15,18,15,54,4,243,/Game/Characters/Modular/Female/cap_872/cap_872/SkeletalMeshes/cap_872,/Game/Characters/Modular/Male/cap_872/cap_872/SkeletalMeshes/cap_872,LCAP872,Green Moon Kana Hat,A hat inspired by Japanase artist Moon.
cap_873,873,123,10,10,2516,100,1000,0,LCAP873,4,,,,,21,10,20,10,100,2,243,/Game/Characters/Modular/Female/cap_873/cap_873/SkeletalMeshes/cap_873,/Game/Characters/Modular/Male/cap_873/cap_873/SkeletalMeshes/cap_873,LCAP873,Green Dumpling Wig,An item purchased from the Clan Shop.
cap_874,874,0,0,0,0,0,0,0,,,,,,,,,,,,,0,/Game/Characters/Modular/Female/cap_874/cap_874/SkeletalMeshes/cap_874,/Game/Characters/Modular/Male/cap_874/cap_874/SkeletalMeshes/cap_874,,,
cap_875,875,123,30,10,222,22,3500,0,LCAP875,2,31,30,,,0,0,0,0,35,5,243,/Game/Characters/Modular/Female/cap_875/cap_875/SkeletalMeshes/cap_875,/Game/Characters/Modular/Male/cap_875/cap_875/SkeletalMeshes/cap_875,LCAP875,Black Santa Hat,A Santa Cap coloured black.
cap_876,876,0,0,0,0,0,0,0,,,,,,,,,,,,,0,/Game/Characters/Modular/Female/cap_876/cap_876/SkeletalMeshes/cap_876,/Game/Characters/Modular/Male/cap_876/cap_876/SkeletalMeshes/cap_876,,,
cap_877,877,123,20,10,223,20,3000,0,LCAP877,2,31,20,,,0,0,0,0,30,5,243,/Game/Characters/Modular/Female/cap_877/cap_877/SkeletalMeshes/cap_877,/Game/Characters/Modular/Male/cap_877/cap_877/SkeletalMeshes/cap_877,LCAP877,Pink Santa Hat,"Pink colour Santa Hat which Mrs Santa loves to wear, especially since sombreros and top hats get stuck in chimneys."
cap_878,878,123,5,5,225,14,24100,0,LCAP878,2,31,5,,,0,0,0,0,15,5,243,/Game/Characters/Modular/Female/cap_878/cap_878/SkeletalMeshes/cap_878,/Game/Characters/Modular/Male/cap_878/cap_878/SkeletalMeshes/cap_878,LCAP878,Leopard Santa Hat,A Santa Cap which is patterned like a Leopard.
cap_879,879,123,140,110,5623,100,1000,0,LCAP879,4,,,,,20,40,10,30,120,2,243,/Game/Characters/Modular/Female/cap_879/cap_879/SkeletalMeshes/cap_879,/Game/Characters/Modular/Male/cap_879/cap_879/SkeletalMeshes/cap_879,LCAP879,Red Afro,
cap_880,880,123,15,5,226,100,1000,0,LCAP880,4,,,,,18,10,19,10,100,2,243,/Game/Characters/Modular/Female/cap_880/cap_880/SkeletalMeshes/cap_880,/Game/Characters/Modular/Male/cap_880/cap_880/SkeletalMeshes/cap_880,LCAP880,Brown Panda Hat,An item purchased from the Clan Shop.
cap_881,881,123,15,8,227,33,12450,0,LCAP881,2,31,60,,,20,12,0,0,49,3,243,/Game/Characters/Modular/Female/cap_881/cap_881/SkeletalMeshes/cap_881,/Game/Characters/Modular/Male/cap_881/cap_881/SkeletalMeshes/cap_881,LCAP881,Raccon Hat,A hat which helps to keep your ears warm during the winter and look cute at the same time.
cap_882,882,123,17,12,229,58,1000,0,LCAP882,4,,,,,11,3,14,10,57,5,243,/Game/Characters/Modular/Female/cap_882/cap_882/SkeletalMeshes/cap_882,/Game/Characters/Modular/Male/cap_882/cap_882/SkeletalMeshes/cap_882,LCAP882,Blonde Wig,An item purchased from the Clan Shop.
cap_883,883,123,7,25,228,100,1000,0,LCAP883,4,,,,,22,5,14,10,50,5,247,/Game/Characters/Modular/Female/cap_883/cap_883/SkeletalMeshes/cap_883,/Game/Characters/Modular/Male/cap_883/cap_883/SkeletalMeshes/cap_883,LCAP883,Wedding Hair,A Wedding hair
cap_884,884,124,2,3,230,10,1000,0,LCAP884,0,,,,,0,0,0,0,32,1,243,/Game/Characters/Modular/Female/cap_884/cap_884/SkeletalMeshes/cap_884,/Game/Characters/Modular/Male/cap_884/cap_884/SkeletalMeshes/cap_884,LCAP884,Chocolate Ribbon,A ribbon made especially for Valentine's Day.
cap_885,885,123,12,8,251,35,1000,0,LCAP885,4,,,,,14,8,0,0,32,5,243,/Game/Characters/Modular/Female/cap_885/cap_885/SkeletalMeshes/cap_885,/Game/Characters/Modular/Male/cap_885/cap_885/SkeletalMeshes/cap_885,LCAP885,Loveheart Hat,A hat made in the shape of a heart for Valentine's Day.
cap_886,886,123,45,5,250,50,1000,0,LCAP886,4,,,,,23,15,0,0,50,5,243,/Game/Characters/Modular/Female/cap_886/cap_886/SkeletalMeshes/cap_886,/Game/Characters/Modular/Male/cap_886/cap_886/SkeletalMeshes/cap_886,LCAP886,Racing Helmet,An item purchased from the Clan Shop.
cap_887,887,0,0,0,0,0,0,0,,,,,,,,,,,,,0,/Game/Characters/Modular/Female/cap_887/cap_887/SkeletalMeshes/cap_887,/Game/Characters/Modular/Male/cap_887/cap_887/SkeletalMeshes/cap_887,,,
cap_888,888,0,0,0,0,0,0,0,,,,,,,,,,,,,0,/Game/Characters/Modular/Female/cap_888/cap_888/SkeletalMeshes/cap_888,/Game/Characters/Modular/Male/cap_888/cap_888/SkeletalMeshes/cap_888,,,
cap_889,889,123,140,110,5508,50,10250,0,LCAP889,0,,,,,10,30,19,50,120,2,243,/Game/Characters/Modular/Female/cap_889/cap_889/SkeletalMeshes/cap_889,/Game/Characters/Modular/Male/cap_889/cap_889/SkeletalMeshes/cap_889,LCAP889,Nurse Hat,A Nurse Hat
cap_890,890,123,140,110,5642,100,1000,0,LCAP890,4,,,,,11,30,12,30,120,2,243,/Game/Characters/Modular/Female/cap_890/cap_890/SkeletalMeshes/cap_890,/Game/Characters/Modular/Male/cap_890/cap_890/SkeletalMeshes/cap_890,LCAP890,White Afro,White Afro Hair
cap_891,891,123,140,110,5645,20,1800,0,LCAP891,2,,,,, , , , ,120,2,243,/Game/Characters/Modular/Female/cap_891/cap_891/SkeletalMeshes/cap_891,/Game/Characters/Modular/Male/cap_891/cap_891/SkeletalMeshes/cap_891,LCAP891,Wargods Cap,Customized Clan Cap
cap_892,892,123,140,110,5556,100,1000,0,LCAP892,4,,,,,10,30,12,30,120,2,247,/Game/Characters/Modular/Female/cap_892/cap_892/SkeletalMeshes/cap_892,/Game/Characters/Modular/Male/cap_892/cap_892/SkeletalMeshes/cap_892,LCAP892,Blue Racing Helmet,Blue Racing Helmet
cap_893,893,124,140,110,5619,100,1000,0,LCAP893,4,,,,,10,30,19,50,120,1,247,/Game/Characters/Modular/Female/cap_893/cap_893/SkeletalMeshes/cap_893,/Game/Characters/Modular/Male/cap_893/cap_893/SkeletalMeshes/cap_893,LCAP893,Pink Hair,Pink Moon Kana Hat
cap_894,894,123,140,110,5535,50,1000,0,LCAP894,2,,,,,10,30,19,50,120,2,243,/Game/Characters/Modular/Female/cap_894/cap_894/SkeletalMeshes/cap_894,/Game/Characters/Modular/Male/cap_894/cap_894/SkeletalMeshes/cap_894,LCAP894,Astronaut Helmet,Astronaut Helmet
cap_895,895,123,140,110,5620,100,1000,0,LCAP895,4,,,,,11,30,22,30,50,2,247,/Game/Characters/Modular/Female/cap_895/cap_895/SkeletalMeshes/cap_895,/Game/Characters/Modular/Male/cap_895/cap_895/SkeletalMeshes/cap_895,LCAP895,Pink Racing Helmet,Pink Racing Helmet
cap_896,896,123,140,110,5540,100,1000,0,LCAP896,4,,,,,19,50,12,30,50,1,247,/Game/Characters/Modular/Female/cap_896/cap_896/SkeletalMeshes/cap_896,/Game/Characters/Modular/Male/cap_896/cap_896/SkeletalMeshes/cap_896,LCAP896,Alien Hat,Alient Hat
cap_897,897,123,140,110,5547,20,1800,0,LCAP897,2,,,,,20,40,10,30,120,2,243,/Game/Characters/Modular/Female/cap_897/cap_897/SkeletalMeshes/cap_897,/Game/Characters/Modular/Male/cap_897/cap_897/SkeletalMeshes/cap_897,LCAP897,Exodus Cap,Customized Clan Cap
cap_898,898,123,140,110,5645,20,1800,0,LCAP898,2,,,,,20,40,11,30,120,2,243,/Game/Characters/Modular/Female/cap_898/cap_898/SkeletalMeshes/cap_898,/Game/Characters/Modular/Male/cap_898/cap_898/SkeletalMeshes/cap_898,LCAP898,xDegeneration Cap,Customized Clan Cap
cap_899,899,123,140,110,5601,20,1800,0,LCAP899,2,,,,,20,40,12,30,120,2,243,/Game/Characters/Modular/Female/cap_899/cap_899/SkeletalMeshes/cap_899,/Game/Characters/Modular/Male/cap_899/cap_899/SkeletalMeshes/cap_899,LCAP899,iRosePH Cap,iRosePH Cap
cap_900,900,123,140,110,5579,20,1800,0,LCAP900,2,,,,,20,40,13,30,120,2,243,/Game/Characters/Modular/Female/cap_900/cap_900/SkeletalMeshes/cap_900,/Game/Characters/Modular/Male/cap_900/cap_900/SkeletalMeshes/cap_900,LCAP900,Biohazard Cap,Customized Clan Cap
cap_901,901,124,140,110,5581,100,1800,0,LCAP925,4,,,,,22,40,12,30,120,1,247,/Game/Characters/Modular/Female/cap_901/cap_901/SkeletalMeshes/cap_901,/Game/Characters/Modular/Male/cap_901/cap_901/SkeletalMeshes/cap_901,LCAP925,Fancy Black Hair,Fancy hair styled for Shuya.
cap_902,902,124,140,110,5585,100,1800,0,LCAP926,4,,,,,10,30,20,40,120,1,247,/Game/Characters/Modular/Female/cap_902/cap_902/SkeletalMeshes/cap_902,/Game/Characters/Modular/Male/cap_902/cap_902/SkeletalMeshes/cap_902,LCAP926,Fancy Yellow Hair,A fancy yellow hair style.
cap_903,903,124,140,110,5583,100,1800,0,LCAP927,4,,,,,11,30,20,40,120,1,247,/Game/Characters/Modular/Female/cap_903/cap_903/SkeletalMeshes/cap_903,/Game/Characters/Modular/Male/cap_903/cap_903/SkeletalMeshes/cap_903,LCAP927,Fancy Pink Hair,A fancy pink hair style.
cap_904,904,124,140,110,5584,100,1800,0,LCAP928,4,,,,,12,30,20,40,120,1,247,/Game/Characters/Modular/Female/cap_904/cap_904/SkeletalMeshes/cap_904,/Game/Characters/Modular/Male/cap_904/cap_904/SkeletalMeshes/cap_904,LCAP928,Fancy Red Hair,A fancy red hair style.
cap_905,905,124,140,110,5582,100,1800,0,LCAP929,4,,,,,13,30,20,40,120,1,247,/Game/Characters/Modular/Female/cap_905/cap_905/SkeletalMeshes/cap_905,/Game/Characters/Modular/Male/cap_905/cap_905/SkeletalMeshes/cap_905,LCAP929,Fancy Brown Hair,A fancy brown hair style.
cap_906,906,123,140,110,5545,100,1800,0,LCAP930,4,,,,,20,40,10,30,120,1,247,/Game/Characters/Modular/Female/cap_906/cap_906/SkeletalMeshes/cap_906,/Game/Characters/Modular/Male/cap_906/cap_906/SkeletalMeshes/cap_906,LCAP930,Baseball Helmet,A helmet commonly worn by baseball players.
cap_907,907,124,140,110,5536,100,1800,0,LCAP931,4,,,,,11,30,22,50,120,1,247,/Game/Characters/Modular/Female/cap_907/cap_907/SkeletalMeshes/cap_907,/Game/Characters/Modular/Male/cap_907/cap_907/SkeletalMeshes/cap_907,LCAP931,Bunny Hair,A cute hairstyle with bunny ears.
cap_908,908,123,140,110,5560,100,1800,0,LCAP932,4,,,,,22,40,12,30,120,1,247,/Game/Characters/Modular/Female/cap_908/cap_908/SkeletalMeshes/cap_908,/Game/Characters/Modular/Male/cap_908/cap_908/SkeletalMeshes/cap_908,LCAP932,Cow Head,Cow head hat.
cap_909,909,123,140,110,5591,100,1800,0,LCAP933,4,,,,,11,30,12,30,120,1,247,/Game/Characters/Modular/Female/cap_909/cap_909/SkeletalMeshes/cap_909,/Game/Characters/Modular/Male/cap_909/cap_909/SkeletalMeshes/cap_909,LCAP933,Globe Head,Globe head hat.
