11????,,,,3 digits,0~999999,0~200,0~999,,(501~560),(69~89),,????STB,,,,,Condition Ability 1,Condition 2,Reward Ability 2,Reward 2,Function names,file_effect,,,Cooldown Group,Cooldown Time,Condition Ability 2,Condition 2,Reward Ability 2,Reward 2,Combat Block,Seasonal Event,LUA,PvP Block,Confirm,Name Strings
Crate of Cluster Shells,,,,376,1250,1,10,4,5723,182,584,,3,1826,,9,,,34,,,140,548,,,1,,,,,,,,,,LUSE575
,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,
Zombie Spirit Pet (14 Days),,,6,358,0,0,10,3674,7654,184,581,,,,,,,,100,2016,,140,548,,,,,,,,,4,,,,LUSE2233
Skeleton Pet (14 Days),,,6,358,0,0,10,3675,7655,184,581,,,,,,,,100,2016,,140,548,,,,,,,,,4,,,,LUSE2234
Spooky Ghost Pet (14 Days),,,6,358,0,0,0,3676,7657,184,581,,,,,,,,100,2016,,140,548,,,,,,,,,4,,,,LUSE2235
Lucky Ghost Pet (14 Days),,,6,358,0,0,0,3677,7658,184,581,,,,,,,,100,2016,,140,548,,,,,,,,,4,,,,LUSE2236
Hallowed Pumpkin Pet (14 Days),,,6,358,0,0,20,3678,7659,184,581,,,,,,,,100,2016,,140,548,,,,,,,,,4,,,,LUSE2237
BloodBat Pet (14 Days),,,6,358,0,0,5,3679,7661,184,581,,,,,,,,100,2016,,140,548,,,,,,,,,4,,,,LUSE2238
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Military Leader Box,,,7,350,1000,1,1,60,8518,130,581,,,,,,,,232,1,1,,,,2,1,,,,,,,,,,LUSE2240
Cat Box,,,7,350,1000,1,1,60,8519,130,581,,,,,,,,233,1,1,,,,2,1,,,,,,,,,,LUSE2241
Dog Box,,,7,350,1000,1,1,60,8520,130,581,,,,,,,,234,1,1,,,,2,1,,,,,,,,,,LUSE2242
Countess Dress Box,,,7,350,1000,1,1,60,2878,130,581,,,,,,,,264,1,1,,,,2,1,,,,,,,,,,LUSE2243
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Event Back Box,,,6,350,0,1,1,50,10226,130,581,,,,15,,,,235,1,1,,,,2,1,,,,,,,,,,LUSE2245
Phoenix Wing Box,,,6,350,0,1,1,50,10227,130,581,,,,50,,,,236,1,1,,,,2,1,,,,,,,,,,LUSE2246
Event Suits Bag,,,6,350,0,1,1,50,10220,130,581,,,,20,,,,237,1,1,,,,2,1,,,,,,,,,,LUSE2247
School Look Box,,,6,350,0,1,1,50,10233,130,581,,,,20,,,,238,1,1,,,,2,1,,,,,,,,,,LUSE2248
Event Gloves Bag,,,6,350,0,1,1,50,10222,130,581,,,,10,,,,239,1,1,,,,2,1,,,,,,,,,,LUSE2249
Event Hats Bag,,,6,350,0,1,1,50,10218,130,581,,,,15,,,,240,1,1,,,,2,1,,,,,,,,,,LUSE2250
Event Shoes Bag,,,6,350,0,1,1,50,10224,130,581,,,,10,,,,241,1,1,,,,2,1,,,,,,,,,,LUSE2251
Magic Weapon Box,,,6,350,0,1,1,50,10231,130,581,,,,15,,,,242,1,1,,,,2,1,,,,,,,,,,LUSE2252
Combat Weapon Box,,,6,350,0,1,1,50,10229,130,581,,,,15,,,,243,1,1,,,,2,1,,,,,,,,,,LUSE2253
Umbrella Box,,,6,350,0,1,1,50,10232,130,581,,,,15,,,,244,1,1,,,,2,1,,,,,,,,,,LUSE2254
Premium Event Bag,,,6,350,0,1,1,50,8539,130,581,,,,30,,,,245,1,1,,,,2,1,,,,,,,,,,LUSE2255
Rebellion Box,,,6,350,0,1,1,50,10234,130,581,,,,20,,,,246,1,1,,,,2,1,,,,,,,,,,LUSE2256
Legacy Suits Bag,,,6,350,0,1,1,50,10221,130,581,,,,5,,,,247,1,1,,,,2,1,,,,,,,,,,LUSE2257
Legacy Shoes Bag,,,6,350,0,1,1,50,10225,130,581,,,,3,,,,248,1,1,,,,2,1,,,,,,,,,,LUSE2258
Legacy Gloves Bag,,,6,350,0,1,1,50,10223,130,581,,,,3,,,,249,1,1,,,,2,1,,,,,,,,,,LUSE2259
Legacy Hats Bag,,,6,350,0,1,1,50,10219,130,581,,,,3,,,,250,1,1,,,,2,1,,,,,,,,,,LUSE2260
Event Mask Box,,,6,350,0,1,1,50,10228,130,581,,,,10,,,,251,1,1,,,,2,1,,,,,,,,,,LUSE2261
Valentines Wedding Box,,,,375,1,0,1,3,8643,251,,93,1,1841,1,,,,258,1,1,140,,,2,1,,,,,,1,,,,LUSE2262
Left Heart,,,,314,1,0,1,1,3612,871,580,93,1,1841,1,,,,,98,0,140,548,,,3,,,,,,,,,,LUSE2263
Right Heart,,,,314,1,0,1,1,3612,871,580,93,1,1841,1,,,,,99,0,140,548,,,3,,,,,,,,,,LUSE2264
Game Arena Rank Reset Coupon,,,7,377,1000,1,1,10,8773,251,581,,,,,,,,,,,140,,,,,,,,,,,,,,LUSE2265
Union Devotion Reset Coupon,,,7,378,1000,1,1,10,2453,251,581,,,,,,,,,,,140,,,,,,,,,,,,,,LUSE2266
Christmas Present,,,6,350,1,0,1,10,5754,251,581,,,,,,,,268,6,,140,,,2,1,,,,,,5,,,,LUSE2172
Popstar Box,,,7,350,1000,1,1,60,3026,130,581,,,,,,,,270,1,1,,,,2,1,,,,,,,,,,LUSE2268
Gothic Lolita Box,,,6,350,0,1,1,50,10236,130,581,,,,35,,,,272,1,1,,,,2,1,,,,,,,,,,LUSE2269
Magical Look Box,,,6,350,0,1,1,50,10235,130,581,,,,20,,,,273,1,1,,,,2,1,,,,,,,,,,LUSE2270
Neon Box,,,6,350,0,1,1,50,10237,130,581,,,,35,,,,275,1,1,,,,2,1,,,,,,,,,,LUSE2271
Event Pet Box,,,6,350,0,1,1,50,10239,130,581,,,,50,,,,276,1,1,,,,2,1,,,,,,,,,,LUSE2272
Christmas Present,,,6,350,1,0,1,10,5754,251,581,,,,,,,,278,6,,140,,,2,1,,,,,,5,,,,LUSE2172
Christmas Present,,,6,350,1,0,1,10,5754,251,581,,,,,,,,287,6,,140,,,2,1,,,,,,5,,,,LUSE2172
Attackers Chest,,,,350,0,1,1,10,5756,155,581,,,,,,103,144,274,1,2,140,,,,,,,,,,,,,,LUSE2284
Defenders Chest,,,,350,0,1,1,10,5756,155,581,,,,,,103,144,274,1,2,140,,,,,,,,,,,,,,LUSE2285
Blue Icicle,,,,369,0,5,1,20,1664,151,579,,,,,,103,144,,3985,,,,,3,10,,,,,,,,,,LUSE2286
Green Icicle,,,,369,0,5,1,20,1665,151,579,,,,,,103,144,,3986,,,,,3,10,,,,,,,,,,LUSE2287
Golden Icicle,,,,369,0,5,1,20,1668,151,579,,,,,,103,144,,3987,,,,,3,10,,,,,,,,,,LUSE2288
Black Icicle,,,,369,0,5,1,20,3856,151,579,,,,,,103,144,,3988,,,,,3,10,,,,,,,,,,LUSE2289
Red Icicle,,,,369,0,5,1,20,1667,151,579,,,,,,103,144,,3989,,,,,3,10,,,,,,,,,,LUSE2290
Purple Icicle,,,,369,0,5,1,20,3857,151,579,,,,,,103,144,,3990,,,,,3,10,,,,,,,,,,LUSE2291
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Attackers Chest,,,,350,0,1,1,10,5756,155,581,,,,,,103,139,253,1,2,140,,,,,,,,,,,,,,LUSE2284
Defenders Chest,,,,350,0,1,1,10,5756,155,581,,,,,,103,139,253,1,2,140,,,,,,,,,,,,,,LUSE2285
Blue Icicle,,,,369,0,5,1,20,1664,151,579,,,,,,103,139,,3985,,,,,3,10,,,,,,,,,,LUSE2286
Green Icicle,,,,369,0,5,1,20,1665,151,579,,,,,,103,139,,3986,,,,,3,10,,,,,,,,,,LUSE2287
Golden Icicle,,,,369,0,5,1,20,1668,151,579,,,,,,103,139,,3987,,,,,3,10,,,,,,,,,,LUSE2288
Black Icicle,,,,369,0,5,1,20,3856,151,579,,,,,,103,139,,3988,,,,,3,10,,,,,,,,,,LUSE2289
Red Icicle,,,,369,0,5,1,20,1667,151,579,,,,,,103,139,,3989,,,,,3,10,,,,,,,,,,LUSE2290
Purple Icicle,,,,369,0,5,1,20,3857,151,579,,,,,,103,139,,3990,,,,,3,10,,,,,,,,,,LUSE2291
Attackers Chest,,,,350,0,1,1,10,5756,155,581,,,,,,103,138,254,1,2,140,,,,,,,,,,,,,,LUSE2292
Defenders Chest,,,,350,0,1,1,10,5756,155,581,,,,,,103,138,254,1,2,140,,,,,,,,,,,,,,LUSE2293
Blue Icicle,,,,369,0,5,1,20,1664,151,579,,,,,,103,138,,3985,,,,,3,10,,,,,,,,,,LUSE2294
Green Icicle,,,,369,0,5,1,20,1665,151,579,,,,,,103,138,,3986,,,,,3,10,,,,,,,,,,LUSE2295
Golden Icicle,,,,369,0,5,1,20,1668,151,579,,,,,,103,138,,3987,,,,,3,10,,,,,,,,,,LUSE2296
Black Icicle,,,,369,0,5,1,20,3856,151,579,,,,,,103,138,,3988,,,,,3,10,,,,,,,,,,LUSE2297
Red Icicle,,,,369,0,5,1,20,1667,151,579,,,,,,103,138,,3989,,,,,3,10,,,,,,,,,,LUSE2298
Purple Icicle,,,,369,0,5,1,20,3857,151,579,,,,,,103,138,,3990,,,,,3,10,,,,,,,,,,LUSE2299
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Red Totem Chest,,,,350,0,1,1,10,5756,155,581,,,,,,103,163,262,1,2,140,,,,,,,,,,,,,,LUSE2301
Blue Icicle,,,,369,0,5,1,20,1664,151,579,,,,,,103,163,,3985,,,,,3,10,,,,,,,,,,LUSE2302
Green Icicle,,,,369,0,5,1,20,1665,151,579,,,,,,103,163,,3986,,,,,3,10,,,,,,,,,,LUSE2303
Golden Icicle,,,,369,0,5,1,20,1668,151,579,,,,,,103,163,,3987,,,,,3,10,,,,,,,,,,LUSE2304
Black Icicle,,,,369,0,5,1,20,3856,151,579,,,,,,103,163,,3988,,,,,3,10,,,,,,,,,,LUSE2305
Red Icicle,,,,369,0,5,1,20,1667,151,579,,,,,,103,163,,3989,,,,,3,10,,,,,,,,,,LUSE2306
Purple Icicle,,,,369,0,5,1,20,3857,151,579,,,,,,103,163,,3990,,,,,3,10,,,,,,,,,,LUSE2307
Blue Totem Chest,,,,350,0,1,1,10,5756,155,581,,,,,,103,163,262,1,2,140,,,,,,,,,,,,,,LUSE2308
Solstice Box,,,6,350,0,1,1,50,10238,130,581,,,,35,,,,300,1,1,,,,2,1,,,,,,,,,,LUSE2309
Rubber Boots Box,,,6,350,0,1,1,50,10124,130,581,,,,20,,,,308,1,1,,,,2,1,,,,,,,,,,LUSE2310
Christmas Present,,,6,350,1,0,1,10,5754,251,581,,,,,,,,305,6,,140,,,2,1,,,,,,5,,,,LUSE2172
Moonflower Box,,,6,350,1000,1,1,50,10038,130,581,,,,,,,,311,4,1,,,,2,1,,,,,,,,,,LUSE2312
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
